Img Target XMax XMin YMax YMin
212.0 2881.0 614.0 481.0 352.0 203.0
212.0 2888.0 834.0 701.0 243.0 94.0
212.0 2889.0 973.0 840.0 446.0 297.0
212.0 2890.0 985.0 852.0 314.0 165.0
212.0 2896.0 654.0 521.0 666.0 517.0
212.0 2899.0 467.0 334.0 688.0 539.0
212.0 2901.0 318.0 185.0 395.0 246.0
212.0 2903.0 490.0 357.0 268.0 119.0
212.0 2907.0 397.0 264.0 457.0 308.0
212.0 2908.0 840.0 707.0 561.0 412.0
212.0 2910.0 893.0 760.0 349.0 200.0
212.0 2911.0 292.0 159.0 709.0 560.0
212.0 2912.0 306.0 173.0 484.0 335.0
212.0 2918.0 441.0 308.0 179.0 30.0
212.0 2930.0 694.0 561.0 173.0 24.0
212.0 2931.0 889.0 756.0 441.0 292.0
212.0 2932.0 336.0 203.0 293.0 144.0
212.0 2933.0 329.0 196.0 895.0 746.0
212.0 2935.0 1102.0 969.0 232.0 83.0
212.0 2937.0 1072.0 939.0 367.0 218.0
212.0 2955.0 595.0 462.0 535.0 386.0
212.0 2960.0 391.0 258.0 169.0 20.0
212.0 2962.0 281.0 148.0 303.0 154.0
212.0 2965.0 455.0 322.0 297.0 148.0
212.0 2967.0 757.0 624.0 693.0 544.0
212.0 2992.0 860.0 727.0 1105.0 956.0
212.0 2995.0 369.0 236.0 445.0 296.0
212.0 2996.0 170.0 37.0 443.0 294.0
212.0 3004.0 284.0 151.0 645.0 496.0
212.0 3006.0 347.0 214.0 618.0 469.0
212.0 3010.0 611.0 478.0 354.0 205.0
212.0 3011.0 536.0 403.0 620.0 471.0
212.0 3014.0 280.0 147.0 586.0 437.0
212.0 3038.0 436.0 303.0 189.0 40.0
212.0 3039.0 335.0 202.0 500.0 351.0
212.0 3047.0 757.0 624.0 602.0 453.0
212.0 3053.0 385.0 252.0 181.0 32.0
212.0 3060.0 232.0 99.0 736.0 587.0
212.0 3061.0 438.0 305.0 396.0 247.0
212.0 3067.0 612.0 479.0 474.0 325.0
212.0 3076.0 522.0 389.0 474.0 325.0
212.0 3085.0 248.0 115.0 683.0 534.0
212.0 3095.0 760.0 627.0 225.0 76.0
212.0 3101.0 437.0 304.0 590.0 441.0
212.0 3105.0 268.0 135.0 228.0 79.0
212.0 3111.0 545.0 412.0 370.0 221.0
212.0 3112.0 755.0 622.0 639.0 490.0
212.0 3113.0 214.0 81.0 654.0 505.0
212.0 3122.0 154.0 21.0 326.0 177.0
212.0 3130.0 690.0 557.0 235.0 86.0
212.0 3132.0 814.0 681.0 260.0 111.0
212.0 3140.0 455.0 322.0 378.0 229.0
212.0 3145.0 828.0 695.0 446.0 297.0
212.0 3152.0 200.0 67.0 598.0 449.0
213.0 1.0 660.0 524.0 706.0 551.0
213.0 2.0 656.0 520.0 430.0 275.0
213.0 8.0 406.0 270.0 407.0 252.0
213.0 9.0 664.0 528.0 687.0 532.0
213.0 11.0 715.0 579.0 293.0 138.0
213.0 14.0 738.0 602.0 354.0 199.0
213.0 15.0 694.0 558.0 430.0 275.0
213.0 27.0 762.0 626.0 615.0 460.0
213.0 37.0 629.0 493.0 218.0 63.0
213.0 40.0 423.0 287.0 359.0 204.0
213.0 48.0 542.0 406.0 511.0 356.0
213.0 49.0 510.0 374.0 385.0 230.0
213.0 55.0 159.0 23.0 597.0 442.0
213.0 56.0 662.0 526.0 312.0 157.0
213.0 57.0 893.0 757.0 160.0 5.0
213.0 60.0 780.0 644.0 403.0 248.0
213.0 65.0 713.0 577.0 429.0 274.0
213.0 85.0 400.0 264.0 457.0 302.0
213.0 86.0 316.0 180.0 410.0 255.0
213.0 97.0 831.0 695.0 576.0 421.0
213.0 106.0 519.0 383.0 589.0 434.0
213.0 114.0 558.0 422.0 412.0 257.0
213.0 115.0 2041.0 1905.0 5509.0 5354.0
213.0 121.0 278.0 142.0 213.0 58.0
213.0 134.0 389.0 253.0 448.0 293.0
213.0 136.0 265.0 129.0 195.0 40.0
213.0 141.0 512.0 376.0 330.0 175.0
213.0 145.0 648.0 512.0 372.0 217.0
213.0 185.0 752.0 616.0 381.0 226.0
213.0 230.0 718.0 582.0 428.0 273.0
213.0 233.0 615.0 479.0 372.0 217.0
213.0 238.0 357.0 221.0 237.0 82.0
213.0 248.0 855.0 719.0 634.0 479.0
213.0 252.0 684.0 548.0 500.0 345.0
213.0 292.0 854.0 718.0 568.0 413.0
213.0 303.0 531.0 395.0 270.0 115.0
213.0 311.0 343.0 207.0 426.0 271.0
213.0 321.0 211.0 75.0 179.0 24.0
213.0 329.0 394.0 258.0 658.0 503.0
213.0 330.0 778.0 642.0 487.0 332.0
213.0 331.0 762.0 626.0 252.0 97.0
213.0 338.0 338.0 202.0 296.0 141.0
213.0 349.0 584.0 448.0 678.0 523.0
213.0 360.0 609.0 473.0 460.0 305.0
213.0 370.0 202.0 66.0 211.0 56.0
213.0 378.0 758.0 622.0 191.0 36.0
213.0 386.0 615.0 479.0 232.0 77.0
213.0 398.0 587.0 451.0 215.0 60.0
213.0 399.0 584.0 448.0 497.0 342.0
213.0 400.0 482.0 346.0 443.0 288.0
213.0 409.0 518.0 382.0 475.0 320.0
213.0 411.0 541.0 405.0 456.0 301.0
213.0 448.0 406.0 270.0 483.0 328.0
213.0 449.0 366.0 230.0 291.0 136.0
213.0 454.0 453.0 317.0 684.0 529.0
213.0 470.0 708.0 572.0 535.0 380.0
213.0 472.0 299.0 163.0 1036.0 881.0
213.0 474.0 268.0 132.0 484.0 329.0
213.0 492.0 498.0 362.0 378.0 223.0
213.0 510.0 815.0 679.0 501.0 346.0
213.0 528.0 741.0 605.0 421.0 266.0
213.0 539.0 582.0 446.0 416.0 261.0
213.0 544.0 620.0 484.0 187.0 32.0
213.0 560.0 215.0 79.0 546.0 391.0
213.0 561.0 295.0 159.0 199.0 44.0
213.0 569.0 544.0 408.0 213.0 58.0
213.0 576.0 886.0 750.0 596.0 441.0
213.0 580.0 362.0 226.0 288.0 133.0
213.0 582.0 441.0 305.0 196.0 41.0
213.0 583.0 626.0 490.0 240.0 85.0
213.0 585.0 561.0 425.0 594.0 439.0
213.0 586.0 585.0 449.0 464.0 309.0
213.0 591.0 297.0 161.0 435.0 280.0
213.0 605.0 816.0 680.0 484.0 329.0
213.0 615.0 473.0 337.0 450.0 295.0
213.0 616.0 304.0 168.0 175.0 20.0
213.0 620.0 688.0 552.0 596.0 441.0
213.0 621.0 635.0 499.0 534.0 379.0
213.0 622.0 768.0 632.0 476.0 321.0
213.0 623.0 794.0 658.0 664.0 509.0
213.0 624.0 268.0 132.0 379.0 224.0
213.0 625.0 482.0 346.0 264.0 109.0
213.0 632.0 301.0 165.0 159.0 4.0
213.0 633.0 740.0 604.0 511.0 356.0
213.0 645.0 504.0 368.0 285.0 130.0
213.0 660.0 589.0 453.0 466.0 311.0
213.0 662.0 535.0 399.0 446.0 291.0
213.0 668.0 393.0 257.0 491.0 336.0
213.0 676.0 784.0 648.0 220.0 65.0
213.0 687.0 778.0 642.0 655.0 500.0
213.0 691.0 238.0 102.0 556.0 401.0
213.0 714.0 292.0 156.0 263.0 108.0
213.0 718.0 243.0 107.0 676.0 521.0
213.0 721.0 834.0 698.0 602.0 447.0
213.0 723.0 288.0 152.0 233.0 78.0
213.0 726.0 822.0 686.0 473.0 318.0
213.0 728.0 526.0 390.0 658.0 503.0
213.0 739.0 312.0 176.0 353.0 198.0
213.0 740.0 668.0 532.0 510.0 355.0
213.0 755.0 632.0 496.0 429.0 274.0
213.0 759.0 565.0 429.0 258.0 103.0
213.0 760.0 515.0 379.0 422.0 267.0
213.0 764.0 521.0 385.0 407.0 252.0
213.0 767.0 434.0 298.0 700.0 545.0
213.0 770.0 842.0 706.0 318.0 163.0
213.0 773.0 238.0 102.0 315.0 160.0
213.0 774.0 583.0 447.0 207.0 52.0
213.0 781.0 461.0 325.0 383.0 228.0
213.0 793.0 722.0 586.0 375.0 220.0
213.0 797.0 644.0 508.0 370.0 215.0
213.0 807.0 2055.0 1919.0 1362.0 1207.0
213.0 820.0 712.0 576.0 173.0 18.0
213.0 832.0 528.0 392.0 356.0 201.0
213.0 833.0 474.0 338.0 646.0 491.0
213.0 835.0 6053.0 5917.0 4322.0 4167.0
213.0 836.0 706.0 570.0 304.0 149.0
213.0 840.0 829.0 693.0 350.0 195.0
213.0 841.0 289.0 153.0 302.0 147.0
213.0 853.0 393.0 257.0 206.0 51.0
213.0 861.0 687.0 551.0 446.0 291.0
213.0 864.0 396.0 260.0 299.0 144.0
213.0 869.0 1359.0 1223.0 530.0 375.0
213.0 870.0 178.0 42.0 672.0 517.0
213.0 871.0 667.0 531.0 409.0 254.0
213.0 873.0 253.0 117.0 286.0 131.0
213.0 883.0 711.0 575.0 328.0 173.0
213.0 886.0 634.0 498.0 509.0 354.0
213.0 891.0 179.0 43.0 259.0 104.0
213.0 894.0 306.0 170.0 234.0 79.0
213.0 897.0 491.0 355.0 456.0 301.0
213.0 900.0 9993.0 9857.0 1661.0 1506.0
213.0 907.0 376.0 240.0 620.0 465.0
213.0 912.0 316.0 180.0 240.0 85.0
213.0 924.0 405.0 269.0 417.0 262.0
213.0 936.0 1427.0 1291.0 1638.0 1483.0
213.0 940.0 309.0 173.0 262.0 107.0
213.0 941.0 646.0 510.0 581.0 426.0
213.0 942.0 676.0 540.0 509.0 354.0
213.0 946.0 543.0 407.0 397.0 242.0
213.0 947.0 159.0 23.0 581.0 426.0
213.0 949.0 668.0 532.0 682.0 527.0
213.0 950.0 435.0 299.0 630.0 475.0
213.0 951.0 778.0 642.0 214.0 59.0
213.0 956.0 615.0 479.0 189.0 34.0
213.0 967.0 284.0 148.0 634.0 479.0
213.0 968.0 339.0 203.0 493.0 338.0
213.0 970.0 721.0 585.0 269.0 114.0
213.0 971.0 851.0 715.0 345.0 190.0
213.0 973.0 183.0 47.0 518.0 363.0
213.0 978.0 348.0 212.0 335.0 180.0
213.0 985.0 849.0 713.0 665.0 510.0
213.0 988.0 604.0 468.0 442.0 287.0
213.0 989.0 999.0 863.0 972.0 817.0
213.0 997.0 406.0 270.0 648.0 493.0
213.0 1010.0 444.0 308.0 309.0 154.0
213.0 1027.0 600.0 464.0 275.0 120.0
213.0 1035.0 776.0 640.0 215.0 60.0
213.0 1041.0 506.0 370.0 405.0 250.0
213.0 1043.0 402.0 266.0 177.0 22.0
213.0 1044.0 138.0 2.0 313.0 158.0
213.0 1050.0 1101.0 965.0 433.0 278.0
213.0 1053.0 247.0 111.0 324.0 169.0
213.0 1055.0 701.0 565.0 363.0 208.0
213.0 1057.0 199.0 63.0 642.0 487.0
213.0 1059.0 853.0 717.0 520.0 365.0
213.0 1060.0 831.0 695.0 237.0 82.0
213.0 1064.0 425.0 289.0 176.0 21.0
213.0 1068.0 387.0 251.0 650.0 495.0
213.0 1074.0 630.0 494.0 332.0 177.0
213.0 1077.0 211.0 75.0 335.0 180.0
213.0 1078.0 635.0 499.0 562.0 407.0
213.0 1080.0 494.0 358.0 301.0 146.0
213.0 1096.0 781.0 645.0 421.0 266.0
213.0 1099.0 242.0 106.0 507.0 352.0
213.0 1100.0 1235.0 1099.0 604.0 449.0
213.0 1107.0 862.0 726.0 252.0 97.0
213.0 1111.0 852.0 716.0 572.0 417.0
213.0 1113.0 449.0 313.0 321.0 166.0
213.0 1126.0 485.0 349.0 319.0 164.0
213.0 1127.0 436.0 300.0 394.0 239.0
213.0 1136.0 603.0 467.0 269.0 114.0
213.0 1139.0 277.0 141.0 271.0 116.0
213.0 1141.0 186.0 50.0 420.0 265.0
213.0 1145.0 706.0 570.0 425.0 270.0
213.0 1150.0 279.0 143.0 557.0 402.0
213.0 1151.0 257.0 121.0 309.0 154.0
213.0 1152.0 540.0 404.0 250.0 95.0
213.0 1161.0 661.0 525.0 252.0 97.0
213.0 1163.0 583.0 447.0 311.0 156.0
213.0 1174.0 516.0 380.0 381.0 226.0
213.0 1183.0 471.0 335.0 561.0 406.0
213.0 1191.0 241.0 105.0 272.0 117.0
213.0 1192.0 767.0 631.0 401.0 246.0
213.0 1199.0 335.0 199.0 524.0 369.0
213.0 1215.0 752.0 616.0 367.0 212.0
213.0 1217.0 178.0 42.0 502.0 347.0
213.0 1218.0 441.0 305.0 655.0 500.0
213.0 1219.0 166.0 30.0 498.0 343.0
213.0 1220.0 573.0 437.0 606.0 451.0
213.0 1223.0 604.0 468.0 373.0 218.0
213.0 1229.0 330.0 194.0 632.0 477.0
213.0 1243.0 812.0 676.0 331.0 176.0
213.0 1261.0 173.0 37.0 648.0 493.0
213.0 1270.0 866.0 730.0 714.0 559.0
213.0 1273.0 452.0 316.0 635.0 480.0
213.0 1274.0 531.0 395.0 411.0 256.0
213.0 1279.0 809.0 673.0 704.0 549.0
213.0 1281.0 727.0 591.0 539.0 384.0
213.0 1282.0 475.0 339.0 327.0 172.0
213.0 1291.0 387.0 251.0 419.0 264.0
213.0 1293.0 798.0 662.0 388.0 233.0
213.0 1298.0 654.0 518.0 432.0 277.0
213.0 1300.0 297.0 161.0 687.0 532.0
213.0 1309.0 568.0 432.0 260.0 105.0
213.0 1313.0 295.0 159.0 510.0 355.0
213.0 1321.0 559.0 423.0 603.0 448.0
213.0 1322.0 398.0 262.0 367.0 212.0
213.0 1326.0 1090.0 954.0 362.0 207.0
213.0 1328.0 864.0 728.0 442.0 287.0
213.0 1338.0 865.0 729.0 631.0 476.0
213.0 1340.0 250.0 114.0 379.0 224.0
213.0 1341.0 285.0 149.0 601.0 446.0
213.0 1346.0 196.0 60.0 370.0 215.0
213.0 1347.0 209.0 73.0 493.0 338.0
213.0 1348.0 228.0 92.0 702.0 547.0
213.0 1352.0 633.0 497.0 586.0 431.0
213.0 1353.0 638.0 502.0 407.0 252.0
213.0 1357.0 745.0 609.0 375.0 220.0
213.0 1360.0 864.0 728.0 457.0 302.0
213.0 1362.0 215.0 79.0 383.0 228.0
213.0 1363.0 440.0 304.0 425.0 270.0
213.0 1369.0 2555.0 2419.0 306.0 151.0
213.0 1372.0 248.0 112.0 378.0 223.0
213.0 1373.0 580.0 444.0 529.0 374.0
213.0 1376.0 2600.0 2464.0 700.0 545.0
213.0 1377.0 748.0 612.0 204.0 49.0
213.0 1383.0 562.0 426.0 297.0 142.0
213.0 1393.0 466.0 330.0 206.0 51.0
213.0 1403.0 690.0 554.0 675.0 520.0
213.0 1418.0 495.0 359.0 609.0 454.0
213.0 1433.0 216.0 80.0 619.0 464.0
213.0 1435.0 620.0 484.0 425.0 270.0
213.0 1436.0 613.0 477.0 200.0 45.0
213.0 1442.0 276.0 140.0 199.0 44.0
213.0 1451.0 852.0 716.0 293.0 138.0
213.0 1452.0 447.0 311.0 572.0 417.0
213.0 1454.0 893.0 757.0 579.0 424.0
213.0 1459.0 771.0 635.0 337.0 182.0
213.0 1472.0 213.0 77.0 496.0 341.0
213.0 1477.0 849.0 713.0 536.0 381.0
213.0 1517.0 641.0 505.0 396.0 241.0
213.0 1518.0 248.0 112.0 203.0 48.0
213.0 1519.0 618.0 482.0 555.0 400.0
213.0 1528.0 775.0 639.0 641.0 486.0
213.0 1529.0 183.0 47.0 261.0 106.0
213.0 1530.0 565.0 429.0 199.0 44.0
213.0 1531.0 201.0 65.0 233.0 78.0
213.0 1543.0 250.0 114.0 641.0 486.0
213.0 1544.0 553.0 417.0 782.0 627.0
213.0 1545.0 575.0 439.0 477.0 322.0
213.0 1546.0 401.0 265.0 353.0 198.0
213.0 1551.0 920.0 784.0 700.0 545.0
213.0 1552.0 981.0 845.0 480.0 325.0
213.0 1553.0 335.0 199.0 442.0 287.0
213.0 1558.0 427.0 291.0 573.0 418.0
213.0 1560.0 712.0 576.0 547.0 392.0
213.0 1582.0 886.0 750.0 180.0 25.0
213.0 1583.0 649.0 513.0 471.0 316.0
213.0 1608.0 300.0 164.0 454.0 299.0
213.0 1621.0 714.0 578.0 530.0 375.0
213.0 1635.0 150.0 14.0 511.0 356.0
213.0 1645.0 180.0 44.0 574.0 419.0
213.0 1652.0 697.0 561.0 690.0 535.0
213.0 1654.0 472.0 336.0 608.0 453.0
213.0 1669.0 523.0 387.0 174.0 19.0
213.0 1686.0 972.0 836.0 511.0 356.0
213.0 1688.0 696.0 560.0 348.0 193.0
213.0 1690.0 313.0 177.0 424.0 269.0
213.0 1715.0 600.0 464.0 270.0 115.0
213.0 1716.0 646.0 510.0 661.0 506.0
213.0 1728.0 704.0 568.0 854.0 699.0
213.0 1732.0 330.0 194.0 685.0 530.0
213.0 1743.0 359.0 223.0 485.0 330.0
213.0 1744.0 790.0 654.0 765.0 610.0
213.0 1777.0 796.0 660.0 370.0 215.0
213.0 1779.0 864.0 728.0 550.0 395.0
213.0 1780.0 259.0 123.0 261.0 106.0
213.0 1783.0 2094.0 1958.0 1273.0 1118.0
213.0 1784.0 262.0 126.0 185.0 30.0
213.0 1785.0 964.0 828.0 565.0 410.0
213.0 1787.0 139.0 3.0 311.0 156.0
213.0 1794.0 611.0 475.0 549.0 394.0
213.0 1796.0 537.0 401.0 345.0 190.0
213.0 1798.0 1427.0 1291.0 269.0 114.0
213.0 1801.0 392.0 256.0 676.0 521.0
213.0 1802.0 446.0 310.0 423.0 268.0
213.0 1804.0 817.0 681.0 765.0 610.0
213.0 1805.0 870.0 734.0 345.0 190.0
213.0 1817.0 172.0 36.0 745.0 590.0
213.0 1821.0 926.0 790.0 515.0 360.0
213.0 1830.0 289.0 153.0 901.0 746.0
213.0 1834.0 849.0 713.0 297.0 142.0
213.0 1845.0 812.0 676.0 391.0 236.0
213.0 1848.0 272.0 136.0 700.0 545.0
213.0 1863.0 954.0 818.0 701.0 546.0
213.0 1864.0 838.0 702.0 525.0 370.0
213.0 1868.0 725.0 589.0 321.0 166.0
213.0 1875.0 1145.0 1009.0 1050.0 895.0
213.0 1878.0 710.0 574.0 785.0 630.0
213.0 1881.0 548.0 412.0 683.0 528.0
213.0 1884.0 333.0 197.0 297.0 142.0
213.0 1898.0 886.0 750.0 364.0 209.0
213.0 1900.0 841.0 705.0 420.0 265.0
213.0 1905.0 776.0 640.0 752.0 597.0
213.0 1906.0 3609.0 3473.0 1886.0 1731.0
213.0 1908.0 935.0 799.0 401.0 246.0
213.0 1918.0 255.0 119.0 742.0 587.0
213.0 1924.0 679.0 543.0 590.0 435.0
213.0 1928.0 957.0 821.0 484.0 329.0
213.0 1940.0 250.0 114.0 289.0 134.0
213.0 1943.0 791.0 655.0 473.0 318.0
213.0 1980.0 436.0 300.0 742.0 587.0
213.0 1990.0 654.0 518.0 780.0 625.0
213.0 1991.0 628.0 492.0 453.0 298.0
213.0 1998.0 904.0 768.0 263.0 108.0
213.0 2004.0 324.0 188.0 704.0 549.0
213.0 2007.0 475.0 339.0 623.0 468.0
213.0 2008.0 2276.0 2140.0 1185.0 1030.0
213.0 2009.0 620.0 484.0 321.0 166.0
213.0 2017.0 328.0 192.0 418.0 263.0
213.0 2020.0 152.0 16.0 510.0 355.0
213.0 2022.0 588.0 452.0 478.0 323.0
213.0 2023.0 591.0 455.0 203.0 48.0
213.0 2039.0 373.0 237.0 630.0 475.0
213.0 2041.0 976.0 840.0 512.0 357.0
213.0 2062.0 755.0 619.0 782.0 627.0
213.0 2066.0 278.0 142.0 644.0 489.0
213.0 2068.0 781.0 645.0 197.0 42.0
213.0 2071.0 340.0 204.0 284.0 129.0
213.0 2084.0 179.0 43.0 491.0 336.0
213.0 2088.0 957.0 821.0 519.0 364.0
213.0 2090.0 642.0 506.0 543.0 388.0
213.0 2103.0 235.0 99.0 474.0 319.0
213.0 2110.0 395.0 259.0 746.0 591.0
213.0 2113.0 758.0 622.0 785.0 630.0
213.0 2120.0 858.0 722.0 225.0 70.0
213.0 2122.0 992.0 856.0 625.0 470.0
213.0 2127.0 337.0 201.0 584.0 429.0
213.0 2137.0 548.0 412.0 430.0 275.0
213.0 2138.0 884.0 748.0 725.0 570.0
213.0 2140.0 256.0 120.0 610.0 455.0
213.0 2141.0 290.0 154.0 442.0 287.0
213.0 2142.0 614.0 478.0 411.0 256.0
213.0 2143.0 628.0 492.0 634.0 479.0
213.0 2144.0 708.0 572.0 624.0 469.0
213.0 2145.0 326.0 190.0 610.0 455.0
213.0 2146.0 931.0 795.0 731.0 576.0
213.0 2148.0 871.0 735.0 356.0 201.0
213.0 2149.0 342.0 206.0 720.0 565.0
213.0 2150.0 355.0 219.0 562.0 407.0
213.0 2151.0 619.0 483.0 308.0 153.0
213.0 2152.0 556.0 420.0 480.0 325.0
213.0 2157.0 523.0 387.0 682.0 527.0
213.0 2158.0 531.0 395.0 450.0 295.0
213.0 2159.0 428.0 292.0 292.0 137.0
213.0 2164.0 229.0 93.0 393.0 238.0
213.0 2182.0 2329.0 2193.0 424.0 269.0
213.0 2213.0 745.0 609.0 533.0 378.0
213.0 2223.0 281.0 145.0 524.0 369.0
213.0 2230.0 808.0 672.0 565.0 410.0
213.0 2236.0 560.0 424.0 261.0 106.0
213.0 2239.0 784.0 648.0 620.0 465.0
213.0 2241.0 541.0 405.0 746.0 591.0
213.0 2249.0 825.0 689.0 639.0 484.0
213.0 2253.0 605.0 469.0 447.0 292.0
213.0 2260.0 673.0 537.0 577.0 422.0
213.0 2268.0 166.0 30.0 595.0 440.0
213.0 2271.0 882.0 746.0 619.0 464.0
213.0 2277.0 488.0 352.0 574.0 419.0
213.0 2278.0 968.0 832.0 382.0 227.0
213.0 2287.0 854.0 718.0 567.0 412.0
213.0 2290.0 537.0 401.0 202.0 47.0
213.0 2300.0 956.0 820.0 601.0 446.0
213.0 2304.0 212.0 76.0 535.0 380.0
213.0 2305.0 213.0 77.0 712.0 557.0
213.0 2312.0 250.0 114.0 377.0 222.0
213.0 2315.0 654.0 518.0 306.0 151.0
213.0 2318.0 413.0 277.0 374.0 219.0
213.0 2327.0 851.0 715.0 291.0 136.0
213.0 2331.0 351.0 215.0 427.0 272.0
213.0 2332.0 344.0 208.0 319.0 164.0
213.0 2335.0 760.0 624.0 274.0 119.0
213.0 2338.0 805.0 669.0 329.0 174.0
213.0 2339.0 797.0 661.0 475.0 320.0
213.0 2359.0 474.0 338.0 377.0 222.0
213.0 2361.0 892.0 756.0 199.0 44.0
213.0 2376.0 753.0 617.0 613.0 458.0
213.0 2383.0 840.0 704.0 760.0 605.0
213.0 2384.0 597.0 461.0 572.0 417.0
213.0 2389.0 808.0 672.0 646.0 491.0
213.0 2392.0 538.0 402.0 571.0 416.0
213.0 2394.0 617.0 481.0 589.0 434.0
213.0 2404.0 790.0 654.0 662.0 507.0
213.0 2407.0 242.0 106.0 595.0 440.0
213.0 2419.0 197.0 61.0 271.0 116.0
213.0 2421.0 534.0 398.0 687.0 532.0
213.0 2427.0 371.0 235.0 566.0 411.0
213.0 2429.0 701.0 565.0 695.0 540.0
213.0 2431.0 979.0 843.0 446.0 291.0
213.0 2432.0 206.0 70.0 345.0 190.0
213.0 2434.0 785.0 649.0 236.0 81.0
213.0 2439.0 1154.0 1018.0 868.0 713.0
213.0 2444.0 791.0 655.0 701.0 546.0
213.0 2450.0 866.0 730.0 586.0 431.0
213.0 2455.0 417.0 281.0 542.0 387.0
213.0 2456.0 576.0 440.0 366.0 211.0
213.0 2462.0 627.0 491.0 188.0 33.0
213.0 2464.0 465.0 329.0 475.0 320.0
213.0 2465.0 632.0 496.0 463.0 308.0
213.0 2466.0 807.0 671.0 753.0 598.0
213.0 2469.0 658.0 522.0 758.0 603.0
213.0 2478.0 634.0 498.0 409.0 254.0
213.0 2481.0 406.0 270.0 436.0 281.0
213.0 2482.0 448.0 312.0 204.0 49.0
213.0 2490.0 400.0 264.0 379.0 224.0
213.0 2491.0 865.0 729.0 364.0 209.0
213.0 2492.0 777.0 641.0 269.0 114.0
213.0 2500.0 179.0 43.0 214.0 59.0
213.0 2509.0 352.0 216.0 325.0 170.0
213.0 2510.0 439.0 303.0 480.0 325.0
213.0 2511.0 1097.0 961.0 734.0 579.0
213.0 2512.0 840.0 704.0 653.0 498.0
213.0 2519.0 275.0 139.0 449.0 294.0
213.0 2521.0 847.0 711.0 791.0 636.0
213.0 2524.0 970.0 834.0 177.0 22.0
213.0 2534.0 459.0 323.0 190.0 35.0
213.0 2536.0 863.0 727.0 520.0 365.0
213.0 2550.0 644.0 508.0 487.0 332.0
213.0 2554.0 298.0 162.0 369.0 214.0
213.0 2555.0 543.0 407.0 649.0 494.0
213.0 2556.0 592.0 456.0 237.0 82.0
213.0 2557.0 546.0 410.0 373.0 218.0
213.0 2558.0 634.0 498.0 648.0 493.0
213.0 2565.0 442.0 306.0 494.0 339.0
213.0 2584.0 568.0 432.0 477.0 322.0
213.0 2595.0 813.0 677.0 312.0 157.0
213.0 2598.0 846.0 710.0 774.0 619.0
213.0 2603.0 300.0 164.0 925.0 770.0
213.0 2614.0 943.0 807.0 287.0 132.0
213.0 2615.0 979.0 843.0 566.0 411.0
213.0 2617.0 153.0 17.0 319.0 164.0
213.0 2635.0 397.0 261.0 462.0 307.0
213.0 2640.0 860.0 724.0 539.0 384.0
213.0 2648.0 166.0 30.0 704.0 549.0
213.0 2657.0 862.0 726.0 318.0 163.0
213.0 2658.0 713.0 577.0 351.0 196.0
213.0 2669.0 1250.0 1114.0 399.0 244.0
213.0 2677.0 559.0 423.0 239.0 84.0
213.0 2679.0 808.0 672.0 586.0 431.0
213.0 2681.0 674.0 538.0 192.0 37.0
213.0 2688.0 551.0 415.0 584.0 429.0
213.0 2689.0 399.0 263.0 275.0 120.0
213.0 2691.0 750.0 614.0 346.0 191.0
213.0 2700.0 936.0 800.0 244.0 89.0
213.0 2706.0 332.0 196.0 223.0 68.0
213.0 2712.0 604.0 468.0 199.0 44.0
213.0 2719.0 776.0 640.0 1582.0 1427.0
213.0 2722.0 381.0 245.0 299.0 144.0
213.0 2724.0 143.0 7.0 307.0 152.0
213.0 2725.0 328.0 192.0 470.0 315.0
213.0 2730.0 350.0 214.0 276.0 121.0
213.0 2738.0 658.0 522.0 748.0 593.0
213.0 2739.0 634.0 498.0 486.0 331.0
213.0 2743.0 417.0 281.0 443.0 288.0
213.0 2747.0 337.0 201.0 781.0 626.0
213.0 2748.0 329.0 193.0 683.0 528.0
213.0 2749.0 342.0 206.0 358.0 203.0
213.0 2754.0 321.0 185.0 445.0 290.0
213.0 2755.0 749.0 613.0 693.0 538.0
213.0 2756.0 307.0 171.0 191.0 36.0
213.0 2757.0 251.0 115.0 523.0 368.0
213.0 2760.0 3273.0 3137.0 1765.0 1610.0
213.0 2762.0 784.0 648.0 384.0 229.0
213.0 2763.0 575.0 439.0 505.0 350.0
213.0 2768.0 889.0 753.0 480.0 325.0
213.0 2770.0 775.0 639.0 726.0 571.0
213.0 2774.0 414.0 278.0 467.0 312.0
213.0 2779.0 198.0 62.0 647.0 492.0
213.0 2788.0 367.0 231.0 237.0 82.0
213.0 2791.0 332.0 196.0 425.0 270.0
213.0 2796.0 921.0 785.0 220.0 65.0
213.0 2798.0 914.0 778.0 210.0 55.0
213.0 2799.0 150.0 14.0 507.0 352.0
213.0 2806.0 768.0 632.0 383.0 228.0
213.0 2809.0 718.0 582.0 266.0 111.0
213.0 2811.0 698.0 562.0 434.0 279.0
213.0 2817.0 766.0 630.0 303.0 148.0
213.0 2818.0 422.0 286.0 644.0 489.0
213.0 2819.0 510.0 374.0 320.0 165.0
213.0 2821.0 957.0 821.0 765.0 610.0
213.0 2822.0 389.0 253.0 218.0 63.0
213.0 2825.0 220.0 84.0 359.0 204.0
213.0 2831.0 423.0 287.0 309.0 154.0
213.0 2832.0 496.0 360.0 624.0 469.0
213.0 2836.0 838.0 702.0 427.0 272.0
213.0 2837.0 823.0 687.0 652.0 497.0
213.0 2839.0 747.0 611.0 457.0 302.0
213.0 2840.0 931.0 795.0 772.0 617.0
