Img	TargetXMin	YMin	XMax	YMax	
211	1529	47	107	165	241
211	1530	422	42	540	176
211	1531	33	68	151	202
211	1533	923	85	1041	219
211	1539	5371	1832	5489	1966
211	1543	113	487	231	621
211	1544	417	627	535	761
211	1545	430	310	548	444
211	1551	786	552	904	686
211	1553	200	288	318	422
211	1555	110936	104671	111054	104805
211	1558	290	418	408	552
211	1560	534	278	652	412
211	1564	394	203	512	337
211	1581	593	41	711	175
211	1582	751	24	869	158
211	1583	611	268	729	402
211	1595	808	464	926	598
211	1608	164	299	282	433
211	1621	571	367	689	501
211	1631	534	252	652	386
211	1632	820	92	938	226
211	1635	849	421	967	555
211	1644	21	442	139	576
211	1652	572	527	690	661
211	1654	329	449	447	583
211	1686	809	387	927	521
211	1687	126	310	244	444
211	1688	560	193	678	327
211	1690	427	226	545	360
211	1691	289	170	407	304
211	1705	339	450	457	584
211	1707	39	35	157	169
211	1711	64	15	182	149
211	1715	473	115	591	249
211	1743	224	331	342	465
211	1744	844	382	962	516
211	1777	569	235	687	369
211	1779	608	406	726	540
211	1780	733	134	851	268
211	1782	167	561	285	695
211	1784	108	2	226	136
211	1790	533	566	651	700
211	1793	768	26	886	160
211	1794	476	392	594	526
211	1796	462	200	580	334
211	1801	258	519	376	653
211	1802	361	162	479	296
211	1804	682	610	800	744
211	1805	853	320	971	454
211	1814	61	408	179	542
211	1816	749	264	867	398
211	1820	411	78	529	212
211	1821	778	151	896	285
211	1823	120	386	238	520
211	1829	822	99	940	233
211	1834	727	98	845	232
211	1835	818	436	936	570
211	1842	265	196	383	330
211	1843	215	449	333	583
211	1845	670	237	788	371
211	1849	52	590	170	724
211	1862	806	444	924	578
211	1863	350	569	468	703
211	1864	758	372	876	506
211	1875	97	83	215	217
211	1878	2058	743	2176	877
211	1880	821	124	939	258
211	1881	746	13	864	147
211	1883	62	81	180	215
211	1884	235	124	353	258
211	1898	453	433	571	567
211	1899	783	21	901	155
211	1900	604	230	722	364
211	1906	66	399	184	533
211	1913	491	151	609	285
211	1919	547	98	665	232
211	1924	605	462	723	596
211	1928	494	270	612	404
211	1940	120	132	238	266
211	1941	131	331	249	465
211	1942	602	70	720	204
211	1955	693	101	811	235
211	1980	300	587	418	721
211	1985	540	457	658	591
211	1990	518	627	636	761
211	1997	557	637	675	771
211	2003	64	614	182	748
211	2006	552	4	670	138
211	2007	434	459	552	593
211	2008	765	290	883	424
211	2009	646	344	764	478
211	2010	207	250	325	384
211	2012	55	497	173	631
211	2020	14	354	132	488
211	2030	274	616	392	750
211	2039	236	476	354	610
211	2043	283	426	401	560
211	2062	619	627	737	761
211	2066	142	489	260	623
211	2067	460	143	578	277
211	2068	648	36	766	170
211	2075	113	95	231	229
211	2081	145	261	263	395
211	2084	755	75	873	209
211	2085	101	436	219	570
211	2087	804	623	922	757
211	2088	818	366	936	500
211	2090	504	388	622	522
211	2092	483	481	601	615
211	2095	602	181	720	315
211	2099	628	122	746	256
211	2113	1057	1733	1175	1867
211	2119	242	592	360	726
211	2122	38	330	156	464
211	2123	57	299	175	433
211	2124	670	107	788	241
211	2126	371	437	489	571
211	2135	55	1038	173	1172
211	2136	416	415	534	549
211	2137	412	275	530	409
211	2138	747	161	865	295
211	2139	737	238	855	372
211	2140	145	460	263	594
211	2141	528	527	646	661
211	2142	90	37	208	171
211	2143	515	479	633	613
211	2144	573	469	691	603
211	2145	202	446	320	580
211	2146	684	480	802	614
211	2147	101	294	219	428
211	2148	89	163	207	297
211	2149	206	566	324	700
211	2150	219	407	337	541
211	2151	187	79	305	213
211	2152	844	334	962	468
211	2157	142	607	260	741
211	2158	392	296	510	430
211	2159	275	151	393	285
211	2163	296	305	414	439
211	2164	138	383	256	517
211	2171	253	139	371	273
211	2178	379	176	497	310
211	2182	383	370	501	504
211	2195	290	133	408	267
211	2199	112	634	230	768
211	2213	543	393	661	527
211	2220	412	161	530	295
211	2221	569	401	687	535
211	2228	469	437	587	571
211	2229	724	358	842	492
211	2230	659	400	777	534
211	2236	423	113	541	247
211	2241	195	301	313	435
211	2245	327	404	445	538
211	2249	691	486	809	620
211	2250	661	240	779	374
211	2253	469	292	587	426
211	2268	621	466	739	600
211	2277	552	389	670	523
211	2278	866	64	984	198
211	2291	331	211	449	345
211	2292	190	44	308	178
211	2300	816	448	934	582
211	2304	76	380	194	514
211	2305	76	560	194	694
211	2312	510	69	628	203
211	2314	469	256	587	390
211	2318	275	217	393	351
211	2319	326	393	444	527
211	2326	302	167	420	301
211	2327	715	136	833	270
211	2331	215	272	333	406
211	2332	189	174	307	308
211	2334	581	154	699	288
211	2335	598	316	716	450
211	2338	690	172	808	306
211	2339	677	320	795	454
211	2341	663	126	781	260
211	2353	221	611	339	745
211	2359	353	229	471	363
211	2361	737	59	855	193
211	2368	128	83	246	217
211	2372	382	260	500	394
211	2376	388	472	506	606
211	2383	701	608	819	742
211	2384	474	431	592	565
211	2386	249	421	367	555
211	2388	712	361	830	495
211	2389	672	491	790	625
211	2393	584	353	702	487
211	2396	831	419	949	553
211	2403	602	227	720	361
211	2404	664	507	782	641
211	2407	101	454	219	588
211	2412	281	85	399	219
211	2419	44	145	162	279
211	2420	92	479	210	613
211	2421	968	468	1086	602
211	2423	442	166	560	300
211	2429	87	299	205	433
211	2432	362	648	480	782
211	2439	275	507	393	641
211	2442	137	96	255	230
211	2444	682	157	800	291
211	2455	3183	2121	3301	2255
211	2456	511	475	629	609
211	2459	441	268	559	402
211	2462	81	573	199	707
211	2465	483	302	601	436
211	2466	626	423	744	557
211	2470	593	585	711	719
211	2472	172	69	290	203
211	2478	492	250	610	384
211	2481	276	287	394	421
211	2482	571	56	689	190
211	2490	222	235	340	369
211	2491	589	293	707	427
211	2492	604	114	722	248
211	2500	34	60	152	194
211	2509	216	172	334	306
211	2510	330	308	448	442
211	2511	544	165	662	299
211	2512	645	491	763	625
211	2516	108	93	226	227
211	2524	835	15	953	149
211	2528	29	600	147	734
211	2533	585	80	703	214
211	2534	263	124	381	258
211	2536	733	329	851	463
211	2542	515	428	633	562
211	2545	79	438	197	572
211	2547	70	582	188	716
211	2548	221	621	339	755
211	2550	508	332	626	466
211	2551	929	957	1047	1091
211	2554	162	214	280	348
211	2555	403	499	521	633
211	2556	468	53	586	187
211	2557	50	2207	168	2341
211	2558	487	502	605	636
211	2565	196	516	314	650
211	2569	639	83	757	217
211	2595	15	79	133	213
211	2614	801	129	919	263
211	2615	844	407	962	541
211	2635	263	311	381	445
211	2636	114	497	232	631
211	2648	212	239	330	373
211	2655	299	295	417	429
211	2658	605	166	723	300
211	2663	368	372	486	506
211	2669	809	872	927	1006
211	2670	244	330	362	464
211	2677	441	102	559	236
211	2678	91	343	209	477
211	2679	658	415	776	549
211	2681	8	228	126	362
211	2685	725	171	843	305
211	2688	391	427	509	561
211	2689	283	125	401	259
211	2691	663	194	781	328
211	2692	687	536	805	670
211	2693	239	393	357	527
211	2706	58	7	176	141
211	2712	330	97	448	231
211	2722	245	144	363	278
211	2723	427	163	545	297
211	2724	349	303	467	437
211	2725	192	315	310	449
211	2737	680	275	798	409
211	2738	525	610	643	744
211	2739	498	331	616	465
211	2745	1359	66	1477	200
211	2747	202	626	320	760
211	2748	659	509	777	643
211	2754	100	321	218	455
211	2755	612	536	730	670
211	2756	169	35	287	169
211	2757	112	367	230	501
211	2760	102	46	220	180
211	2762	651	232	769	366
211	2763	409	510	527	644
211	2764	316	484	434	618
211	2767	24	217	142	351
211	2768	775	342	893	476
211	2771	671	503	789	637
211	2772	796	282	914	416
211	2774	278	312	396	446
211	2788	581	208	699	342
211	2789	566	36	684	170
211	2791	322	277	440	411
211	2796	327	14	445	148
211	2798	280	221	398	355
211	2799	140	635	258	769
211	2806	630	228	748	362
211	2811	530	257	648	391
211	2816	356	446	474	580
211	2818	832	342	950	476
211	2819	372	162	490	296
211	2821	759	453	877	587
211	2822	239	40	357	174
211	2825	29	150	147	284
211	2831	79	109	197	243
211	2834	125	186	243	320
211	2836	594	264	712	398
211	2837	686	497	804	631
211	2839	679	262	797	396
211	2840	835	224	953	358
211	2842	134	369	252	503
211	2843	40	330	158	464
211	2844	258	295	376	429
211	2847	138	310	256	444
211	2848	494	527	612	661
211	2849	827	578	945	712
211	2850	327	42	445	176
211	2851	787	391	905	525
211	2854	10	584	128	718
211	2861	526	598	644	732
211	2862	771	613	889	747
211	2863	479	37	597	171
211	2864	218	402	336	536
211	2865	569	56	687	190
211	2866	532	182	650	316
211	2869	98	611	216	745
211	2870	112	232	230	366
211	2872	566	997	684	1131
211	2873	51	486	169	620
211	2874	68	463	186	597
211	2877	422	533	540	667
211	2878	723	23	841	157
211	2879	228	281	346	415
211	2881	536	225	654	359
211	2883	0	458	118	592
211	2885	352	606	470	740
211	2887	87	4	205	138
211	2888	796	275	914	409
211	2889	838	298	956	432
211	2895	271	446	389	580
211	2907	264	308	382	442
211	2909	680	533	798	667
211	2910	244	85	362	219
211	2911	152	535	270	669
211	2912	173	335	291	469
211	2916	244	609	362	743
211	2918	308	30	426	164
211	2926	721	156	839	290
211	2927	375	414	493	548
211	2930	165	60	283	194
211	2931	738	63	856	197
211	2932	85	5	203	139
211	2935	434	25	552	159
211	2937	521	354	639	488
211	2962	92	205	210	339
211	2965	326	149	444	283
211	2971	57	575	175	709
211	2974	114	382	232	516
211	2980	42	432	160	566
211	2986	707	157	825	291
211	2989	205	536	323	670
211	2993	225	449	343	583
211	2995	206	277	324	411
211	2996	49	155	167	289
211	3004	126	520	244	654
211	3014	86	448	204	582
211	3017	712	29	830	163
211	3020	591	418	709	552
211	3026	76	476	194	610
211	3028	556	384	674	518
211	3033	584	399	702	533
211	3038	100	495	218	629
211	3039	99	343	217	477
211	3047	586	464	704	598
211	3053	249	29	367	163
211	3057	659	212	777	346
211	3060	253	509	371	643
211	3061	59	101	177	235
211	3067	526	328	644	462
211	3070	4	417	122	551
211	3076	389	325	507	459
211	3086	815	369	933	503
211	3087	2003	3484	2121	3618
211	3095	625	76	743	210
211	3102	126	113	244	247
211	3105	107	70	225	204
211	3112	622	490	740	624
211	3115	213	180	331	314
211	3117	258	231	376	365
211	3120	45	528	163	662
211	3130	493	168	611	302
211	3140	107	476	225	610
211	3145	168	374	286	508
211	3149	157	141	275	275
211	3150	403	455	521	589
211	3152	69	452	187	586
211	3153	563	35	681	169
212	11	606	141	739	290
212	14	612	486	745	635
212	15	562	274	695	423
212	27	292	319	425	468
212	37	489	91	622	240
212	42	536	130	669	279
212	49	399	297	532	446
212	53	107	499	240	648
212	55	166	71	299	220
212	57	762	43	895	192
212	60	623	249	756	398
212	85	203	371	336	520
212	86	178	255	311	404
212	97	424	444	557	593
212	106	360	433	493	582
212	114	445	259	578	408
212	115	347	165	480	314
212	121	1043	861	1176	1010
212	134	382	415	515	564
212	141	4	451	137	600
212	145	503	211	636	360
212	179	187	43	320	192
212	185	498	519	631	668
212	187	50	153	183	302
212	193	17	475	150	624
212	205	485	62	618	211
212	233	710	548	843	697
212	234	9332	4870	9465	5019
212	238	3474	289	3607	438
212	248	233	439	366	588
212	252	89	361	222	510
212	292	533	361	666	510
212	299	370	459	503	608
212	300	246	565	379	714
212	303	427	88	560	237
212	311	392	267	525	416
212	321	353	31	486	180
212	329	219	432	352	581
212	331	626	97	759	246
212	338	187	61	320	210
212	343	269	429	402	578
212	350	102	270	235	419
212	360	473	305	606	454
212	376	386	251	519	400
212	378	622	35	755	184
212	386	516	21	649	170
212	398	447	64	580	213
212	399	320	229	453	378
212	400	344	285	477	434
212	409	374	311	507	460
212	416	427	279	560	428
212	440	334	250	467	399
212	448	236	419	369	568
212	449	249	49	382	198
212	454	45	157	178	306
212	461	492	314	625	463
212	469	646	181	779	330
212	470	536	415	669	564
212	474	115	313	248	462
212	492	273	487	406	636
212	493	274	443	407	592
212	510	292	77	425	226
212	528	504	263	637	412
212	530	166	77	299	226
212	539	144	394	277	543
212	544	479	32	612	181
212	545	520	201	653	350
212	561	178	36	311	185
212	569	422	60	555	209
212	570	652	513	785	662
212	582	261	19	394	168
212	583	548	17	681	166
212	611	494	180	627	329
212	615	400	301	533	450
212	619	477	382	610	531
212	621	658	90	791	239
212	622	359	330	492	479
212	623	646	508	779	657
212	624	57	337	190	486
212	625	37	91	170	240
212	633	603	356	736	505
212	645	303	211	436	360
212	660	309	568	442	717
212	662	5	85	138	234
212	668	671	140	804	289
212	674	440	379	573	528
212	676	648	66	781	215
212	685	606	515	739	664
212	687	122	523	255	672
212	701	545	334	678	483
212	714	158	109	291	258
212	721	697	446	830	595
212	722	497	229	630	378
212	723	148	86	281	235
212	728	304	351	437	500
212	730	94	544	227	693
212	739	143	247	276	396
212	740	621	338	754	487
212	759	433	102	566	251
212	764	414	251	547	400
212	767	99	524	232	673
212	770	256	210	389	359
212	774	446	49	579	198
212	776	45	430	178	579
212	780	815	254	948	403
212	781	384	329	517	478
212	793	466	207	599	356
212	820	587	2	720	151
212	822	352	335	485	484
212	832	476	0	609	149
212	833	7	450	140	599
212	835	229	153	362	302
212	836	641	320	774	469
212	838	519	482	652	631
212	839	49	391	182	540
212	840	726	198	859	347
212	841	181	155	314	304
212	859	616	533	749	682
212	864	258	104	391	253
212	868	392	47	525	196
212	869	340	233	473	382
212	870	33	517	166	666
212	871	547	244	680	393
212	873	117	131	250	280
212	876	95	33	228	182
212	886	498	354	631	503
212	888	263	349	396	498
212	891	321	325	454	474
212	892	524	110	657	259
212	894	33	88	166	237
212	897	289	296	422	445
212	900	300	373	433	522
212	906	146	287	279	436
212	912	181	84	314	233
212	919	273	127	406	276
212	925	80	348	213	497
212	935	61	495	194	644
212	940	174	106	307	255
212	946	351	234	484	383
212	948	127	664	260	813
212	949	525	531	658	680
212	950	607	243	740	392
212	951	648	70	781	219
212	956	483	33	616	182
212	964	390	363	523	512
212	968	165	247	298	396
212	970	585	114	718	263
212	971	667	262	800	411
212	973	45	365	178	514
212	985	478	167	611	316
212	988	835	551	968	700
212	997	348	458	481	607
212	1009	101	473	234	622
212	1010	308	154	441	303
212	1027	458	121	591	270
212	1035	642	64	775	213
212	1041	373	250	506	399
212	1048	465	471	598	620
212	1053	14	95	147	244
212	1055	53	184	186	333
212	1059	610	348	743	497
212	1064	543	1038	676	1187
212	1068	274	498	407	647
212	1071	99	463	232	612
212	1074	556	204	689	353
212	1078	480	413	613	562
212	1079	102	426	235	575
212	1080	461	196	594	345
212	1092	498	186	631	335
212	1096	1042	195	1175	344
212	1100	127	257	260	406
212	1107	338	228	471	377
212	1111	702	361	835	510
212	1112	705	97	838	246
212	1113	313	166	446	315
212	1116	202	360	335	509
212	1126	236	526	369	675
212	1127	304	238	437	387
212	1134	558	207	691	356
212	1135	497	310	630	459
212	1136	459	152	592	301
212	1142	52	62	185	211
212	1145	49	1375	182	1524
212	1150	142	401	275	550
212	1151	127	152	260	301
212	1152	428	86	561	235
212	1154	489	546	622	695
212	1158	215	275	348	424
212	1161	565	572	698	721
212	1163	447	156	580	305
212	1164	529	564	662	713
212	1167	402	329	535	478
212	1191	716	109	849	258
212	1192	733	293	866	442
212	1194	334	143	467	292
212	1199	130	110	263	259
212	1202	589	205	722	354
212	1217	281	13	414	162
212	1219	97	244	230	393
212	1229	227	461	360	610
212	1236	162	444	295	593
212	1238	480	353	613	502
212	1241	639	349	772	498
212	1242	65	267	198	416
212	1243	696	133	829	282
212	1267	111	300	244	449
212	1270	741	557	874	706
212	1273	327	476	460	625
212	1274	627	557	760	706
212	1277	577	209	710	358
212	1279	673	549	806	698
212	1280	516	617	649	766
212	1281	685	530	818	679
212	1282	189	269	322	418
212	1291	282	287	415	436
212	1293	662	233	795	382
212	1298	583	348	716	497
212	1300	37	172	170	321
212	1309	276	237	409	386
212	1313	244	356	377	505
212	1325	360	546	493	695
212	1326	61	38	194	187
212	1338	730	477	863	626
212	1340	114	224	247	373
212	1341	110	485	243	634
212	1346	60	214	193	363
212	1347	73	338	206	487
212	1348	89	545	222	694
212	1350	160	343	293	492
212	1352	474	433	607	582
212	1353	543	250	676	399
212	1357	607	219	740	368
212	1358	618	336	751	485
212	1363	304	270	437	419
212	1369	631	446	764	595
212	1372	110	223	243	372
212	1373	86	376	219	525
212	1376	493	294	626	443
212	1377	614	51	747	200
212	1383	622	24	755	173
212	1401	321	34	454	183
212	1403	1620	1419	1753	1568
212	1406	285	376	418	525
212	1415	1790	15997	1923	16146
212	1418	525	379	658	528
212	1430	20	303	153	452
212	1436	477	45	610	194
212	1438	704	468	837	617
212	1439	676	62	809	211
212	1451	711	140	844	289
212	1452	226	400	359	549
212	1462	44	464	177	613
212	1469	682	13	815	162
212	1472	66	377	199	526
212	1474	263	500	396	649
212	1477	709	382	842	531
212	1519	520	369	653	518
212	1529	825	567	958	716
212	1531	67	76	200	225
212	1544	417	627	550	776
212	1545	430	310	563	459
212	1546	510	271	643	420
212	1547	521	534	654	683
212	1551	796	545	929	694
212	1553	199	287	332	436
212	1555	731	540	864	689
212	1558	290	418	423	567
212	1559	795	404	928	553
212	1560	573	377	706	526
212	1568	709	580	842	729
212	1582	754	30	887	179
212	1583	358	274	491	423
212	1608	392	53	525	202
212	1626	610	93	743	242
212	1642	208	428	341	577
212	1645	83	184	216	333
212	1652	568	520	701	669
212	1654	337	454	470	603
212	1669	202	537	335	686
212	1681	69	445	202	594
212	1686	836	356	969	505
212	1687	1064	461	1197	610
212	1688	561	193	694	342
212	1690	171	270	304	419
212	1691	10	841	143	990
212	1704	406	185	539	334
212	1715	464	111	597	260
212	1730	120	389	253	538
212	1732	727	252	860	401
212	1743	224	331	357	480
212	1761	345	262	478	411
212	1777	392	15	525	164
212	1779	718	405	851	554
212	1780	193	162	326	311
212	1783	357	488	490	637
212	1784	401	686	534	835
212	1787	12	522	145	671
212	1790	533	566	666	715
212	1793	1238	49	1371	198
212	1794	82	44	215	193
212	1796	460	200	593	349
212	1804	734	619	867	768
212	1805	733	191	866	340
212	1817	782	271	915	420
212	1823	119	386	252	535
212	1828	733	365	866	514
212	1834	727	98	860	247
212	1842	60	58	193	207
212	1844	218	27	351	176
212	1845	647	483	780	632
212	1849	403	603	536	752
212	1862	806	444	939	593
212	1863	377	509	510	658
212	1875	285	265	418	414
212	1881	759	6	892	155
212	1884	239	119	372	268
212	1898	1998	219	2131	368
212	1900	780	241	913	390
212	1906	66	399	199	548
212	1918	301	418	434	567
212	1924	591	446	724	595
212	1928	424	259	557	408
212	1940	116	134	249	283
212	1942	597	86	730	235
212	1943	91	327	224	476
212	1980	300	588	433	737
212	1990	518	625	651	774
212	1991	465	311	598	460
212	1997	280	454	413	603
212	2003	63	613	196	762
212	2004	191	547	324	696
212	2007	440	466	573	615
212	2009	1216	801	1349	950
212	2016	64	324	197	473
212	2020	15	354	148	503
212	2022	226	659	359	808
212	2023	442	53	575	202
212	2030	896	648	1029	797
212	2039	235	477	368	626
212	2041	700	515	833	664
212	2062	619	627	752	776
212	2066	133	488	266	637
212	2068	644	42	777	191
212	2071	117	355	250	504
212	2072	106	14	239	163
212	2076	447	192	580	341
212	2084	778	65	911	214
212	2085	486	434	619	583
212	2088	819	365	952	514
212	2090	496	378	629	527
212	2092	470	485	603	634
212	2093	686	418	819	567
212	2094	454	3	587	152
212	2104	367	154	500	303
212	2105	148	611	281	760
212	2110	160	321	293	470
212	2113	430	516	563	665
212	2124	640	99	773	248
212	2126	559	466	692	615
212	2135	647	292	780	441
212	2136	427	427	560	576
212	2137	726	474	859	623
212	2139	749	267	882	416
212	2140	145	460	278	609
212	2141	433	96	566	245
212	2142	80	31	213	180
212	2143	492	479	625	628
212	2144	571	474	704	623
212	2145	191	454	324	603
212	2146	701	492	834	641
212	2147	228	536	361	685
212	2148	750	189	883	338
212	2149	206	566	339	715
212	2150	295	386	428	535
212	2151	431	585	564	734
212	2152	843	334	976	483
212	2157	387	527	520	676
212	2158	394	295	527	444
212	2159	275	151	408	300
212	2163	76	443	209	592
212	2164	93	239	226	388
212	2178	752	352	885	501
212	2213	604	382	737	531
212	2230	202	335	335	484
212	2234	535	157	668	306
212	2236	337	108	470	257
212	2241	402	591	535	740
212	2245	153	175	286	324
212	2249	752	484	885	633
212	2250	713	251	846	400
212	2253	445	193	578	342
212	2277	343	432	476	581
212	2278	824	224	957	373
212	2281	346	588	479	737
212	2287	818	108	951	257
212	2291	2213	925	2346	1074
212	2295	415	751	548	900
212	2300	798	387	931	536
212	2304	75	380	208	529
212	2305	712	288	845	437
212	2318	277	219	410	368
212	2319	315	382	448	531
212	2320	231	106	364	255
212	2325	553	525	686	674
212	2327	647	143	780	292
212	2331	219	268	352	417
212	2332	189	174	322	323
212	2338	705	168	838	317
212	2339	661	320	794	469
212	2359	353	229	486	378
212	2361	732	64	865	213
212	2368	128	83	261	232
212	2369	246	353	379	502
212	2375	765	321	898	470
212	2376	406	151	539	300
212	2383	704	605	837	754
212	2384	426	389	559	538
212	2393	584	353	717	502
212	2404	656	507	789	656
212	2407	105	456	238	605
212	2416	579	463	712	612
212	2419	62	136	195	285
212	2420	650	521	783	670
212	2421	398	532	531	681
212	2427	14	296	147	445
212	2432	6313	19359	6446	19508
212	2434	647	89	780	238
212	2439	275	507	408	656
212	2456	632	318	765	467
212	2462	126	523	259	672
212	2465	550	433	683	582
212	2470	591	586	724	735
212	2478	491	250	624	399
212	2481	268	280	401	429
212	2482	625	62	758	211
212	2490	260	323	393	472
212	2491	588	293	721	442
212	2492	639	108	772	257
212	2500	39	62	172	211
212	2509	215	170	348	319
212	2510	340	287	473	436
212	2511	587	114	720	263
212	2512	47	40	180	189
212	2519	145	296	278	445
212	2524	834	13	967	162
212	2533	516	262	649	411
212	2534	321	32	454	181
212	2535	424	461	557	610
212	2536	799	290	932	439
212	2547	70	582	203	731
212	2550	516	341	649	490
212	2551	902	621	1035	770
212	2554	405	218	538	367
212	2555	400	469	533	618
212	2557	117	10	250	159
212	2558	473	478	606	627
212	2565	305	341	438	490
212	2568	209	331	342	480
212	2595	1244	259	1377	408
212	2614	806	131	939	280
212	2617	67	142	200	291
212	2635	689	207	822	356
212	2636	651	360	784	509
212	2640	724	382	857	531
212	2641	541	620	674	769
212	2648	841	172	974	321
212	2658	605	166	738	315
212	2666	590	193	723	342
212	2669	619	442	752	591
212	2670	225	316	358	465
212	2677	376	82	509	231
212	2679	672	431	805	580
212	2681	533	39	666	188
212	2688	447	421	580	570
212	2689	335	378	468	527
212	2691	776	213	909	362
212	2700	808	88	941	237
212	2706	196	69	329	218
212	2711	25136	12328	25269	12477
212	2712	288	54	421	203
212	2721	134	617	267	766
212	2722	303	146	436	295
212	2724	8	152	141	301
212	2725	192	315	325	464
212	2735	1493	640	1626	789
212	2737	680	275	813	424
212	2738	918	1468	1051	1617
212	2739	546	95	679	244
212	2745	220	398	353	547
212	2747	202	626	335	775
212	2748	651	493	784	642
212	2749	223	185	356	334
212	2754	171	295	304	444
212	2755	612	536	745	685
212	2756	172	36	305	185
212	2757	113	367	246	516
212	2762	1364	550	1497	699
212	2763	472	570	605	719
212	2764	316	484	449	633
212	2766	51	343	184	492
212	2767	24	218	157	367
212	2768	775	342	908	491
212	2773	757	249	890	398
212	2774	30	432	163	581
212	2775	740	340	873	489
212	2779	686	225	819	374
212	2791	200	266	333	415
212	2796	796	68	929	217
212	2798	263	226	396	375
212	2799	174	630	307	779
212	2806	630	229	763	378
212	2811	616	624	749	773
212	2814	582	333	715	482
212	2818	528	110	661	259
212	2819	373	162	506	311
212	2822	237	40	370	189
212	2825	109	320	242	469
212	2831	196	119	329	268
212	2836	594	261	727	410
212	2837	688	497	821	646
212	2839	670	257	803	406
212	2840	835	224	968	373
212	2841	529	472	662	621
212	2843	482	608	615	757
212	2847	131	303	264	452
212	2848	462	527	595	676
212	2849	829	580	962	729
212	2850	248	21	381	170
212	2851	103	561	236	710
212	2861	531	593	664	742
212	2862	233	574	366	723
212	2863	460	2	593	151
212	2865	525	92	658	241
212	2866	531	187	664	336
212	2867	672	346	805	495
212	2869	98	611	231	760
212	2870	646	424	779	573
212	2871	1488	2799	1621	2948
212	2873	61	498	194	647
212	2874	46	478	179	627
212	2877	422	533	555	682
212	2879	211	295	344	444
212	2881	481	203	614	352
212	2888	701	94	834	243
212	2889	840	297	973	446
212	2890	852	165	985	314
212	2896	521	517	654	666
212	2899	334	539	467	688
212	2901	185	246	318	395
212	2903	357	119	490	268
212	2907	264	308	397	457
212	2908	707	412	840	561
212	2910	760	200	893	349
212	2911	159	560	292	709
212	2912	173	335	306	484
212	2918	308	30	441	179
212	2930	561	24	694	173
212	2931	756	292	889	441
212	2932	203	144	336	293
212	2933	196	746	329	895
212	2935	969	83	1102	232
212	2937	939	218	1072	367
212	2955	462	386	595	535
212	2960	258	20	391	169
212	2962	148	154	281	303
212	2965	322	148	455	297
212	2967	624	544	757	693
212	2992	727	956	860	1105
212	2995	236	296	369	445
212	2996	37	294	170	443
212	3004	151	496	284	645
212	3006	214	469	347	618
212	3010	478	205	611	354
212	3011	403	471	536	620
212	3014	147	437	280	586
212	3038	303	40	436	189
212	3039	202	351	335	500
212	3047	624	453	757	602
212	3053	252	32	385	181
212	3060	99	587	232	736
212	3061	305	247	438	396
212	3067	479	325	612	474
212	3076	389	325	522	474
212	3085	115	534	248	683
212	3095	627	76	760	225
212	3101	304	441	437	590
212	3105	135	79	268	228
212	3111	412	221	545	370
212	3112	622	490	755	639
212	3113	81	505	214	654
212	3122	21	177	154	326
212	3130	557	86	690	235
212	3132	681	111	814	260
212	3140	322	229	455	378
212	3145	695	297	828	446
212	3152	67	449	200	598
213	1	524	551	660	706
213	2	520	275	656	430
213	8	270	252	406	407
213	9	528	532	664	687
213	11	579	138	715	293
213	14	602	199	738	354
213	15	558	275	694	430
213	27	626	460	762	615
213	37	493	63	629	218
213	40	287	204	423	359
213	48	406	356	542	511
213	49	374	230	510	385
213	55	23	442	159	597
213	56	526	157	662	312
213	57	757	5	893	160
213	60	644	248	780	403
213	65	577	274	713	429
213	85	264	302	400	457
213	86	180	255	316	410
213	97	695	421	831	576
213	106	383	434	519	589
213	114	422	257	558	412
213	115	1905	5354	2041	5509
213	121	142	58	278	213
213	134	253	293	389	448
213	136	129	40	265	195
213	141	376	175	512	330
213	145	512	217	648	372
213	185	616	226	752	381
213	230	582	273	718	428
213	233	479	217	615	372
213	238	221	82	357	237
213	248	719	479	855	634
213	252	548	345	684	500
213	292	718	413	854	568
213	303	395	115	531	270
213	311	207	271	343	426
213	321	75	24	211	179
213	329	258	503	394	658
213	330	642	332	778	487
213	331	626	97	762	252
213	338	202	141	338	296
213	349	448	523	584	678
213	360	473	305	609	460
213	370	66	56	202	211
213	378	622	36	758	191
213	386	479	77	615	232
213	398	451	60	587	215
213	399	448	342	584	497
213	400	346	288	482	443
213	409	382	320	518	475
213	411	405	301	541	456
213	448	270	328	406	483
213	449	230	136	366	291
213	454	317	529	453	684
213	470	572	380	708	535
213	472	163	881	299	1036
213	474	132	329	268	484
213	492	362	223	498	378
213	510	679	346	815	501
213	528	605	266	741	421
213	539	446	261	582	416
213	544	484	32	620	187
213	560	79	391	215	546
213	561	159	44	295	199
213	569	408	58	544	213
213	576	750	441	886	596
213	580	226	133	362	288
213	582	305	41	441	196
213	583	490	85	626	240
213	585	425	439	561	594
213	586	449	309	585	464
213	591	161	280	297	435
213	605	680	329	816	484
213	615	337	295	473	450
213	616	168	20	304	175
213	620	552	441	688	596
213	621	499	379	635	534
213	622	632	321	768	476
213	623	658	509	794	664
213	624	132	224	268	379
213	625	346	109	482	264
213	632	165	4	301	159
213	633	604	356	740	511
213	645	368	130	504	285
213	660	453	311	589	466
213	662	399	291	535	446
213	668	257	336	393	491
213	676	648	65	784	220
213	687	642	500	778	655
213	691	102	401	238	556
213	714	156	108	292	263
213	718	107	521	243	676
213	721	698	447	834	602
