TargetImg	XMin	YMin	XMax	YMax	
2456	110	758	184	932	285
2456	163	213	581	469	708
2456	164	259	1919	525	2041
2456	165	213	581	476	700
2456	169	825	466	944	617
2456	171	849	404	969	554
2456	211	511	475	629	609
2456	212	632	318	765	467
2456	213	440	211	576	366
2458	7	526	37	747	176
2458	66	176	527	270	636
2459	163	581	49	837	176
2459	164	685	410	951	532
2459	165	218	47	481	166
2459	211	441	268	559	402
2460	55	282	473	395	623
2460	57	307	469	419	619
2460	165	178	69	441	188
2460	197	634	73	897	198
2461	9	514	466	749	616
2461	46	167	575	334	730
2461	47	726	237	901	397
2461	48	757	226	924	379
2461	64	822	378	918	490
2461	291	595	636	775	764
2461	292	537	90	726	228
2462	211	81	573	199	707
2462	212	126	523	259	672
2462	213	491	33	627	188
2464	213	329	320	465	475
2465	7	453	358	674	497
2465	9	453	358	688	508
2465	196	819	66	1111	189
2465	211	483	302	601	436
2465	212	550	433	683	582
2465	213	496	308	632	463
2466	211	626	423	744	557
2466	213	671	598	807	753
2468	174	22	274	305	434
2469	163	827	473	1083	600
2469	165	421	441	684	560
2469	196	276	469	568	592
2469	197	53	488	316	613
2469	213	522	603	658	758
2470	7	485	596	706	735
2470	9	146	453	381	603
2470	211	593	585	711	719
2470	212	591	586	724	735
2471	46	755	2	922	157
2471	66	412	640	506	749
2472	164	71	93	337	215
2472	165	735	12	998	131
2472	211	172	69	290	203
2472	292	69	427	258	565
2473	7	651	19	872	158
2473	46	142	523	309	678
2473	115	703	37	889	142
2473	138	1093	328	1203	443
2473	163	701	38	957	165
2473	164	380	117	646	239
2473	165	701	38	964	157
2473	193	722	20	853	162
2473	195	638	14	774	162
2473	280	608	110	716	217
2473	292	701	38	890	176
2474	7	453	521	674	660
2474	9	453	527	688	677
2474	48	453	527	620	680
2474	66	49	544	143	653
2474	173	443	525	734	688
2474	174	688	121	971	281
2474	196	432	451	724	574
2474	198	432	453	717	582
2476	46	573	16	740	171
2476	47	760	10	935	170
2476	110	648	473	822	574
2476	111	662	491	862	603
2476	205	526	567	654	699
2476	275	699	245	845	414
2476	292	534	534	723	672
2477	46	1112	71	1279	226
2477	47	809	244	984	404
2477	48	817	174	984	327
2477	55	430	326	543	476
2477	56	166	84	281	238
2477	57	128	61	240	211
2477	164	844	251	1110	373
2477	165	822	243	1085	362
2478	7	709	424	930	563
2478	47	444	251	619	411
2478	56	965	24	1080	178
2478	57	459	416	571	566
2478	211	492	250	610	384
2478	212	491	250	624	399
2478	213	498	254	634	409
2479	48	260	302	427	455
2479	55	257	268	370	418
2479	56	260	305	375	459
2480	7	739	353	960	492
2480	46	808	110	975	265
2480	47	146	316	321	476
2480	48	818	81	985	234
2480	163	305	235	561	362
2480	164	313	228	579	350
2480	165	212	116	475	235
2481	7	759	623	980	762
2481	8	318	301	548	451
2481	9	307	297	542	447
2481	11	311	311	434	477
2481	15	1264	1458	1360	1609
2481	45	172	300	368	366
2481	46	1	445	168	600
2481	47	759	622	934	782
2481	48	361	214	528	367
2481	49	100	455	297	606
2481	50	307	276	481	406
2481	51	166	182	357	324
2481	55	759	622	872	772
2481	56	646	79	761	233
2481	57	659	94	771	244
2481	59	160	423	324	604
2481	60	148	284	313	470
2481	64	2080	1680	2176	1792
2481	66	737	614	831	723
2481	86	169	303	300	403
2481	110	372	127	546	228
2481	111	404	101	604	213
2481	119	622	517	753	663
2481	142	725	544	848	675
2481	143	133	311	264	448
2481	144	149	355	279	493
2481	163	171	442	427	569
2481	164	3425	1873	3691	1995
2481	165	157	307	420	426
2481	172	760	625	1016	767
2481	173	754	625	1045	788
2481	174	822	618	1105	778
2481	178	225	294	283	469
2481	183	1114	2152	1225	2287
2481	195	690	491	826	639
2481	196	166	332	458	455
2481	197	796	240	1059	365
2481	198	769	626	1054	755
2481	211	276	287	394	421
2481	212	268	280	401	429
2481	213	270	281	406	436
2481	216	759	623	934	791
2481	276	792	635	935	799
2481	280	173	216	281	323
2481	281	172	300	281	414
2481	282	173	300	290	417
2481	291	759	622	939	750
2481	292	509	389	698	527
2481	294	595	290	748	405
2482	211	571	56	689	190
2482	212	625	62	758	211
2482	213	312	49	448	204
2483	7	88	290	309	429
2485	7	360	215	581	354
2485	9	253	206	488	356
2485	55	302	9	415	159
2485	56	409099	135193	409214	135347
2485	57	213	0	325	150
2486	66	391	465	485	574
2487	7	548	398	769	537
2487	10	594	396	706	553
2487	11	548	399	671	565
2487	12	559	388	683	559
2487	22	204	478	390	599
2487	46	585	456	752	611
2487	48	511	829	678	982
2487	51	549	404	740	546
2487	62	388693	80230	388857	80380
2487	110	549	398	723	499
2487	115	151	434	337	539
2487	119	67	517	198	663
2487	143	553	347	684	484
2487	148	171	437	336	521
2487	163	547	399	803	526
2487	165	593	560	856	679
2487	173	29	448	320	611
2487	196	110	452	402	575
2487	198	166	407	451	536
2487	292	129	430	318	568
2488	8	497	62	727	212
2488	56	500	49	615	203
2488	115	859	86	1045	191
2488	143	279	617	410	754
2488	163	378	19	634	146
2488	164	496	69	762	191
2488	165	499	59	762	178
2488	172	439	37	695	179
2488	193	903	153	1034	295
2488	281	496	62	605	176
2488	291	496	55	676	183
2488	292	496	64	685	202
2490	142	518	237	641	368
2490	143	669	71	800	208
2490	163	346	166	602	293
2490	164	344	165	610	287
2490	211	222	235	340	369
2490	212	260	323	393	472
2490	213	264	224	400	379
2491	7	717	219	938	358
2491	8	835	570	1065	720
2491	9	717	219	952	369
2491	11	833	114	956	280
2491	12	799	232	923	403
2491	46	720	215	887	370
2491	47	735	213	910	373
2491	48	756	200	923	353
2491	66	717	219	811	328
2491	119	1058	1134	1189	1280
2491	163	704	480	960	607
2491	164	1007	221	1273	343
2491	165	802	211	1065	330
2491	172	716	219	972	361
2491	173	717	219	1008	382
2491	174	718	226	1001	386
2491	196	717	216	1009	339
2491	197	717	219	980	344
2491	198	721	219	1006	348
2491	211	589	293	707	427
2491	212	588	293	721	442
2491	213	729	209	865	364
2491	215	968	155	1144	332
2491	274	871	210	1016	377
2491	291	788	215	968	343
2491	292	717	219	906	357
2492	211	604	114	722	248
2492	212	639	108	772	257
2492	213	641	114	777	269
2493	47	21	553	196	713
2493	48	277	593	444	746
2493	117	112	282	303	388
2493	119	168	133	299	279
2493	138	1932	774	2042	889
2493	163	323	421	579	548
2493	164	670	1086	936	1208
2493	165	289	594	552	713
2493	172	289	594	545	736
2493	173	289	594	580	757
2493	174	511	304	794	464
2493	187	168	156	296	348
2493	193	474	492	605	634
2493	194	267	660	409	812
2493	280	298	259	406	366
2493	282	161	780	278	897
2493	283	243	630	376	723
2493	291	291	601	471	729
2493	292	298	263	487	401
2494	9	991	592	1226	742
2494	48	283	89	450	242
2494	143	320	110	451	247
2494	163	278	64	534	191
2494	164	278	64	544	186
2494	198	278	64	563	193
2494	292	277	28	466	166
2495	9	434	599	669	749
2496	7	250	413	471	552
2496	163	568	311	824	438
2496	164	935	342	1201	464
2496	165	766	203	1029	322
2496	253	689	434	859	547
2496	291	810	240	990	368
2496	292	429	517	618	655
2497	196	624	745	916	868
2498	7	827	462	1048	601
2498	9	294	469	529	619
2498	11	825	459	948	625
2498	44	825	459	1018	522
2498	46	0	56	167	211
2498	59	508	639	672	820
2498	80	3614	6386	3677	6561
2498	81	616	344	682	522
2498	115	1555	1085	1741	1190
2498	117	424	581	615	687
2498	138	140	21	250	136
2498	142	2	80	125	211
2498	143	825	459	956	596
2498	144	0	63	130	201
2498	163	825	459	1081	586
2498	164	7	59	273	181
2498	165	803	425	1066	544
2498	173	16	66	307	229
2498	174	552	588	835	748
2498	179	18	67	77	250
2498	193	384	76	515	218
2498	194	175	63	317	215
2498	195	8402	2349	8538	2497
2498	196	450	580	742	703
2498	198	457	579	742	708
2498	205	18	67	146	199
2498	280	826	461	934	568
2498	281	921	538	1030	652
2498	282	489	13	606	130
2498	283	372	151	505	244
2498	291	870	751	1050	879
2498	292	4	54	193	192
2499	7	730	599	951	738
2499	9	730	599	965	749
2499	46	795	368	962	523
2499	47	730	598	905	758
2499	48	380	560	547	713
2499	61	735	607	905	778
2499	62	797	337	961	487
2499	109	3	200	174	300
2499	119	795	368	926	514
2499	143	744	617	875	754
2499	163	730	599	986	726
2499	172	799	475	1055	617
2499	173	733	595	1024	758
2499	174	727	606	1010	766
2499	196	419	469	711	592
2499	198	420	469	705	598
2499	280	428	280	536	387
2499	291	729	599	909	727
2499	292	428	282	617	420
2500	211	34	60	152	194
2500	212	39	62	172	211
2500	213	43	59	179	214
2501	9	538	308	773	458
2501	198	39	185	324	314
2502	7	756	563	977	702
2502	9	769	562	1004	712
2503	56	248	463	363	617
2503	57	131	446	243	596
2503	198	140	444	425	573
2503	271	137	444	286	591
2503	291	132	446	312	574
2503	292	144	452	333	590
2504	7	588	7	809	146
2504	8	588	5	818	155
2504	9	423	160	658	310
2504	22	192	15	378	136
2504	46	431	227	598	382
2504	47	353	286	528	446
2504	49	237	155	434	306
2504	55	384	503	497	653
2504	56	384	503	499	657
2504	57	380	503	492	653
2504	66	771	15	865	124
2504	115	304	6	490	111
2504	118	369	267	492	405
2504	119	333	301	464	447
2504	143	232	355	363	492
2504	163	325	293	581	420
2504	173	325	293	616	456
2504	174	353	282	636	442
2504	196	325	293	617	416
2504	198	709	36	994	165
2504	205	324	294	452	426
2504	215	385	449	561	626
2504	216	120	99	295	267
2504	274	324	294	469	461
2504	292	846	784	1035	922
2506	7	574	454	795	593
2506	9	207	365	442	515
2506	163	714	740	970	867
2506	165	23	596	286	715
2507	7	63	127	284	266
2507	9	313	308	548	458
2507	46	559	645	726	800
2507	48	561	643	728	796
2508	46	31	500	198	655
2508	96	374	126	470	261
2508	110	30	498	204	599
2508	174	8	134	291	294
2509	211	216	172	334	306
2509	212	215	170	348	319
2509	213	216	170	352	325
2510	7	333	311	554	450
2510	9	595	324	830	474
2510	163	637	22	893	149
2510	164	632	23	898	145
2510	165	710	16	973	135
2510	193	822	101	953	243
2510	211	330	308	448	442
2510	212	340	287	473	436
2510	213	303	325	439	480
2510	277	347	295	443	453
2511	47	109	67	284	227
2511	64	391	56	487	168
2511	66	413	53	507	162
2511	143	781	313	912	450
2511	163	765	294	1021	421
2511	164	110	65	376	187
2511	165	108	58	371	177
2511	193	760	297	891	439
2511	211	544	165	662	299
2511	212	587	114	720	263
2511	213	961	579	1097	734
2511	292	815	315	1004	453
2512	8	758	444	988	594
2512	47	643	496	818	656
2512	48	645	502	812	655
2512	59	778	370	942	551
2512	62	217	42	381	192
2512	64	218	43	314	155
2512	115	566	431	752	536
2512	143	218	43	349	180
2512	163	688	509	944	636
2512	165	774	345	1037	464
2512	196	654	264	946	387
2512	198	756	395	1041	524
2512	205	118	13	246	145
2512	211	645	491	763	625
2512	212	47	40	180	189
2512	213	704	498	840	653
2512	280	729	375	837	482
2512	281	749	405	858	519
2512	291	775	414	955	542
2512	292	755	398	944	536
2513	66	789	472	883	581
2514	48	1129	543	1296	696
2514	55	480	300	593	450
2514	66	40	424	134	533
2514	165	233	252	496	371
2514	173	340	244	631	407
2514	174	233	252	516	412
2514	292	9	434	198	572
2515	23	249	408	432	529
2515	57	64	538	176	688
2515	196	477	256	769	379
2515	198	241	337	526	466
2516	66	356	191	450	300
2516	115	236	534	422	639
2516	163	188	217	444	344
2516	164	124	365	390	487
2516	165	204	389	467	508
2516	172	710	4	966	146
2516	174	872	474	1155	634
2516	198	355	146	640	275
2516	211	108	93	226	227
2517	163	263	107	519	234
2518	64	432	63	528	175
2518	66	3666	322	3760	431
2518	96	690	139	786	274
2518	110	119	95	293	196
2518	111	2418	193	2618	305
2518	115	715	448	901	553
2518	163	283	268	539	395
2518	164	424	77	690	199
2518	165	244	22	507	141
2518	196	157	102	449	225
2518	198	99	112	384	241
2518	291	243	22	423	150
2518	292	303	11	492	149
2519	46	334	626	501	781
2519	47	418	123	593	283
2519	48	471	493	638	646
2519	164	502	304	768	426
2519	165	687	80	950	199
2519	196	391	216	683	339
2519	212	145	296	278	445
2519	213	139	294	275	449
2519	292	413	122	602	260
2521	7	39	331	260	470
2521	9	260	654	495	804
2521	48	366	438	533	591
2521	64	902	450	998	562
2521	66	821	463	915	572
2521	111	94	629	294	741
2521	115	391	584	577	689
2521	117	156	266	347	372
2521	137	640	451	756	574
2521	138	129	334	239	449
2521	142	626	450	749	581
2521	163	845	306	1101	433
2521	164	648	444	914	566
2521	165	902	541	1165	660
2521	174	623	439	906	599
2521	193	582	474	713	616
2521	196	357	442	649	565
2521	213	711	636	847	791
2521	290	59	16	205	111
2521	291	637	449	817	577
2521	292	621	444	810	582
2522	9	469	647	704	797
2522	110	744	535	918	636
2522	162	552	37	635	217
2522	163	450	240	706	367
2522	164	889	438	1155	560
2522	165	196	351	459	470
2522	253	786	529	956	642
2523	7	852	716	1073	855
2523	9	834	644	1069	794
2523	47	589	435	764	595
2523	56	580	462	695	616
2523	62	300	274	464	424
2523	163	106	684	362	811
2523	164	728	283	994	405
2523	165	649	732	912	851
2523	292	54	625	243	763
2524	9	595	140	830	290
2524	163	152	512	408	639
2524	164	130	583	396	705
2524	165	233	986	496	1105
2524	196	221	307	513	430
2524	211	835	15	953	149
2524	212	834	13	967	162
2524	213	834	22	970	177
2525	47	273	241	448	401
2525	53	740	251	829	387
2525	55	308	243	421	393
2525	64	747	264	843	376
2525	117	63	224	254	330
2525	143	92	211	223	348
2525	163	121	210	377	337
2525	164	123	211	389	333
2525	165	123	211	386	330
2525	174	2233	1749	2516	1909
2525	193	219	272	350	414
2525	194	123	211	265	363
2525	195	118	217	254	365
2525	291	123	211	303	339
2525	292	120	210	309	348
2526	7	389	40	610	179
2526	9	383	24	618	174
2526	119	343	116	474	262
2526	165	484	197	747	316
2526	281	1100	699	1209	813
2527	96	117	459	213	594
2528	7	852	471	1073	610
2528	8	430	253	660	403
2528	48	147	343	314	496
2528	55	40	376	153	526
2528	57	28	363	140	513
2528	66	12	332	106	441
2528	163	127	370	383	497
2528	164	413	611	679	733
2528	165	41	410	304	529
2528	211	29	600	147	734
2528	273	300	361	450	520
2529	8	600	153	830	303
2529	46	764	449	931	604
2529	47	700	465	875	625
2529	48	633	552	800	705
2529	51	670	174	861	316
2529	57	389	42	501	192
2529	62	305	67	469	217
2529	64	583	132	679	244
2529	87	636	152	769	265
2529	115	550	327	736	432
2529	117	15	486	206	592
2529	143	383	463	514	600
2529	163	373	449	629	576
2529	164	385	453	651	575
2529	165	381	448	644	567
2529	174	270	451	553	611
2529	196	763	449	1055	572
2529	282	381	448	498	565
2529	291	381	448	561	576
2529	292	381	448	570	586
2530	7	117	377	338	516
2530	9	128	386	363	536
2530	46	34	240	201	395
2530	48	128	386	295	539
2530	64	50	358	146	470
2530	163	393	191	649	318
2530	164	394	191	660	313
2530	165	296	227	559	346
2530	198	97	350	382	479
2532	7	442	389	663	528
2533	47	860	365	1035	525
2533	163	841	483	1097	610
2533	164	837	479	1103	601
2533	165	31	52	294	171
2533	172	490	213	746	355
2533	174	814	607	1097	767
2533	211	585	80	703	214
2533	212	516	262	649	411
2534	66	623	504	717	613
2534	83	684	81	787	230
2534	115	105	547	291	652
2534	143	324	28	455	165
2534	163	135	462	391	589
2534	164	135	462	401	584
2534	165	135	462	398	581
2534	211	263	124	381	258
2534	212	321	32	454	181
2534	213	323	35	459	190
2534	283	51	330	184	423
2535	8	459	245	689	395
2535	11	643	474	766	640
2535	57	665	470	777	620
2535	115	547	271	733	376
2535	117	86	776	277	882
2535	137	128	612	244	735
2535	143	133	659	264	796
2535	163	143	627	399	754
2535	164	108	438	374	560
2535	165	134	633	397	752
2535	193	84	684	215	826
2535	194	104	656	246	808
2535	195	96	623	232	771
2535	212	424	461	557	610
2535	283	6187	7028	6320	7121
2535	292	126	633	315	771
2536	7	66	622	287	761
2536	8	57	624	287	774
2536	9	67	622	302	772
2536	11	323	634	446	800
2536	46	325	633	492	788
2536	47	323	633	498	793
2536	48	633	628	800	781
2536	58	759	233	917	411
2536	59	159	276	323	457
2536	110	163	278	337	379
2536	119	350	685	481	831
2536	163	559165	295015	559421	295142
2536	165	615	475	878	594
2536	172	322	635	578	777
2536	174	323	634	606	794
2536	196	31	418	323	541
2536	211	733	329	851	463
2536	212	799	290	932	439
2536	213	727	365	863	520
2536	292	472	462	661	600
2537	115	210	550	396	655
2538	165	13094	4707	13357	4826
2538	292	881	392	1070	530
2539	7	554	76	775	215
2539	9	553	83	788	233
2539	143	809	310	940	447
2539	163	809	338	1065	465
2539	165	814	315	1077	434
2540	165	698	512	961	631
2541	7	654	571	875	710
2541	9	655	570	890	720
2541	198	390	231	675	360
2542	211	515	428	633	562
2543	7	815	406	1036	545
2543	46	1798	415	1965	570
2543	48	393	588	560	741
2543	117	1025	144	1216	250
2543	143	215	518	346	655
2543	163	223	489	479	616
2543	164	233	480	499	602
2543	165	707	298	970	417
2543	174	230	427	513	587
2543	193	202	746	333	888
2543	291	234	480	414	608
2543	292	233	480	422	618
2544	64	481	628	577	740
2544	163	323	216	579	343
2544	164	324	216	590	338
2544	165	369	218	632	337
2544	292	323	215	512	353
2545	211	79	438	197	572
2547	7	799	209	1020	348
2547	211	70	582	188	716
2547	212	70	582	203	731
2548	7	819	26	1040	165
2548	211	221	621	339	755
2549	64	168	347	264	459
2549	66	203	470	297	579
2549	165	899	434	1162	553
2550	46	514	315	681	470
2550	47	511	539	686	699
2550	48	725	326	892	479
2550	163	733	278	989	405
2550	164	749	211	1015	333
2550	165	517	531	780	650
2550	196	863	631	1155	754
2550	211	508	332	626	466
2550	212	516	341	649	490
2550	213	508	332	644	487
2551	211	929	957	1047	1091
2551	212	902	621	1035	770
2552	115	437	346	623	451
2552	292	318	452	507	590
2554	211	162	214	280	348
2554	212	405	218	538	367
2554	213	162	214	298	369
2555	7	541	45	762	184
2555	9	397	496	632	646
2555	211	403	499	521	633
2555	212	400	469	533	618
2555	213	407	494	543	649
2556	211	468	53	586	187
2556	213	456	82	592	237
2557	143	450	263	581	400
2557	163	321	175	577	302
2557	164	738	104	1004	226
2557	165	750	92	1013	211
2557	211	50	2207	168	2341
2557	212	117	10	250	159
2557	213	410	218	546	373
2558	143	100	245	231	382
2558	165	651	40	914	159
2558	196	456	429	748	552
2558	211	487	502	605	636
2558	212	473	478	606	627
2558	213	498	493	634	648
2559	115	104	464	290	569
2559	138	449	63	559	178
2559	163	536	89	792	216
2559	164	1690	1295	1956	1417
2559	165	70	254	333	373
2559	194	860	3221	1002	3373
2559	282	475	368	592	485
2559	291	21	228	201	356
2559	292	1805	406	1994	544
2560	47	634	82	809	242
2561	64	33	223	129	335
2562	163	796	617	1052	744
2562	164	722	368	988	490
2562	165	818	629	1081	748
2562	292	83	131	272	269
2563	46	567	460	734	615
2563	163	245	1528	501	1655
2563	165	447	143	710	262
2564	163	477	230	733	357
2564	165	397	244	660	363
2565	165	208	439	471	558
2565	211	196	516	314	650
2565	212	305	341	438	490
2565	213	306	339	442	494
2565	292	236	249	425	387
2566	7	733	58	954	197
2566	47	107	163	282	323
2566	48	652	595	819	748
2566	111	423	323	623	435
2566	164	85	458	351	580
2567	57	38	347	150	497
2567	165	399	499	662	618
2567	172	38	343	294	485
2567	174	38	343	321	503
2567	198	31	323	316	452
2568	7	320	608	541	747
2568	9	27	81	262	231
2568	48	218	370	385	523
2568	163	200	367	456	494
2568	174	113	390	396	550
2568	212	209	331	342	480
2569	7	356	382	577	521
2569	46	203	312	370	467
2569	48	109	471	276	624
2569	163	788	208	1044	335
2569	164	675	579	941	701
2569	165	191	77	454	196
2569	211	639	83	757	217
2570	7	269	316	490	455
2570	196	123	81	415	204
2571	165	310	270	573	389
2572	174	109	225	392	385
2572	198	129	500	414	629
2574	7	661	85	882	224
2574	8	680	84	910	234
2574	9	632	118	867	268
2574	11	402	495	525	661
2574	46	195	15	362	170
2574	62	154	148	318	298
2574	87	134	93	267	206
2574	111	10026	2594	10226	2706
2574	119	372	402	503	548
2574	196	518	565	810	688
2575	47	135	618	310	778
2575	64	317	29	413	141
2575	66	205	114	299	223
2575	172	482	214	738	356
2575	174	475	213	758	373
2575	196	710	635	1002	758
2575	198	259	481	544	610
2575	277	305	270	401	428
2576	47	562	159	737	319
2576	64	228	302	324	414
2576	66	206	323	300	432
2577	46	716	466	883	621
2577	96	73	626	169	761
2577	163	428	131	684	258
2579	7	710	483	931	622
2579	9	708	481	943	631
2579	292	596	361	785	499
2581	46	752	433	919	588
2581	66	312	93	406	202
2581	115	1207	392	1393	497
2581	163	108	528	364	655
2581	165	713	584	976	703
2581	196	93	547	385	670
2581	280	112	528	220	635
2581	281	376	108	485	222
2581	292	111	528	300	666
2582	196	232	281	524	404
2583	9	445	139	680	289
2583	143	764	145	895	282
2583	163	359	149	615	276
2583	198	119	529	404	658
2584	46	752	325	919	480
2584	62	60	308	224	458
2584	96	2597	5534	2693	5669
2584	213	432	322	568	477
2586	7	285	46	506	185
2586	49	494	487	691	638
2587	163	187	611	443	738
2587	165	662	339	925	458
2588	7	386	516	607	655
2588	163	806	747	1062	874
2589	64	331	16	427	128
2589	66	342	2	436	111
2589	143	87	58	218	195
2589	163	319	13	575	140
2589	164	404	59	670	181
2589	165	323	14	586	133
2589	174	31	380	314	540
2590	291	817	291	997	419
2590	292	805	283	994	421
2592	292	249	334	438	472
2593	96	2306	8548	2402	8683
2594	7	520	100	741	239
2594	163	763	477	1019	604
2594	164	637	507	903	629
2594	165	887	261	1150	380
2595	163	548	567	804	694
2595	211	15	79	133	213
2595	212	1244	259	1377	408
2595	213	677	157	813	312
2596	7	532	39	753	178
2598	163	295	359	551	486
2598	164	294	359	560	481
2598	213	710	619	846	774
2601	196	335	416	627	539
2601	198	396	326	681	455
2602	7	217	344	438	483
2602	46	750	640	917	795
2602	57	717	15	829	165
2603	56	483	443	598	597
2603	213	164	770	300	925
2603	292	498	176	687	314
2604	163	1017	380	1273	507
2604	164	857	264	1123	386
2604	165	858	264	1121	383
2604	174	857	264	1140	424
2604	281	703	193	812	307
2605	7	648	36	869	175
2606	115	585	350	771	455
2606	292	443	192	632	330
2607	11	4927	1259	5050	1425
2607	46	126	320	293	475
2607	47	375	413	550	573
2607	48	54	702	221	855
2607	55	706	426	819	576
2607	56	695	429	810	583
2607	57	667	441	779	591
2607	62	124	321	288	471
2607	110	475	414	649	515
2607	143	126	326	257	463
2607	163	433	343	689	470
2607	164	555	321	821	443
2607	165	623	328	886	447
2607	195	1	318	137	466
2607	291	117	347	297	475
2607	292	126	323	315	461
2607	294	128	291	281	406
2608	26	47	406	199	572
2608	46	332	639	499	794
2608	115	47	406	233	511
2608	119	47	406	178	552
2608	163	732	613	988	740
2608	164	545	71	811	193
2608	165	685	456	948	575
2608	291	28283	58397	28463	58525
2608	292	202	71	391	209
2609	7	58	469	279	608
2609	11	207	264	330	430
2609	46	192	303	359	458
2609	119	206	265	337	411
2609	163	34	516	290	643
2609	165	168	308	431	427
2609	174	231	302	514	462
2609	196	56	469	348	592
2610	7	127	317	348	456
2610	115	416	1132	602	1237
2610	163	1410	965	1666	1092
2610	164	551	220	817	342
2610	165	511	143	774	262
2610	193	789	39	920	181
2610	196	700	118	992	241
2611	9	1741	1292	1976	1442
2611	196	329	245	621	368
2612	163	288	379	544	506
2612	198	373	28	658	157
2613	11	2216	1562	2339	1728
2613	46	658	1129	825	1284
2613	48	558	768	725	921
2613	173	12	4	303	167
2613	174	983	242	1266	402
2614	48	457	182	624	335
2614	64	30	322	126	434
2614	66	9211	8332	9305	8441
2614	111	290	617	490	729
2614	211	801	129	919	263
2614	212	806	131	939	280
2614	213	807	132	943	287
2615	7	786	186	1007	325
2615	8	641	460	871	610
2615	9	786	187	1021	337
2615	46	829	384	996	539
2615	48	846	405	1013	558
2615	57	809	438	921	588
2615	143	766	450	897	587
2615	163	100	165	356	292
2615	165	110	168	373	287
2615	187	809	469	937	661
2615	211	844	407	962	541
2615	213	843	411	979	566
2616	51	28	382	219	524
2616	55	509	179	622	329
2616	57	819	548	931	698
2616	64	860	547	956	659
2616	66	953	561	1047	670
2616	87	819	559	952	672
2616	143	815	538	946	675
2616	163	129	391	385	518
2616	164	133	384	399	506
2616	165	129	391	392	510
2616	198	2	529	287	658
2616	284	135	396	280	501
2616	291	189	381	369	509
2616	292	96	616	285	754
2617	57	446	213	558	363
2617	87	492	611	625	724
2617	163	680	417	936	544
2617	165	666	398	929	517
2617	196	727	32	1019	155
2617	198	493	612	778	741
2617	212	67	142	200	291
2617	213	17	164	153	319
2617	292	899	696	1088	834
2618	9	781	401	1016	551
2618	55	519	378	632	528
2618	56	520	375	635	529
2618	57	729	617	841	767
2618	143	300	420	431	557
2618	163	301	420	557	547
2618	164	683	194	949	316
2618	165	685	192	948	311
2618	187	727	603	855	795
2618	292	182	64	371	202
2619	7	564	68	785	207
2619	9	564	68	799	218
2619	46	377	329	544	484
2619	48	566	51	733	204
2619	163	73	14	329	141
2620	46	529	147	696	302
2620	48	677	6	844	159
2621	7	943	866	1164	1005
2621	66	473	431	567	540
2621	171	1191	107	1311	257
2621	174	654	286	937	446
2622	22	756	170	942	291
2622	115	753	166	939	271
2623	11	76628	12890	76751	13056
2623	46	200	192	367	347
2623	48	204	195	371	348
2623	62	353	94	517	244
2623	110	204	195	378	296
2623	163	203	195	459	322
2623	173	204	195	495	358
2623	196	170	194	462	317
2624	87	272	629	405	742
2624	115	212	117	398	222
2624	163	587	430	843	557
2625	7	836	324	1057	463
2625	46	175	638	342	793
2625	48	174	641	341	794
2625	62	176	637	340	787
2625	165	210	133	473	252
2625	292	8	679	197	817
2626	143	233	75	364	212
2626	163	233	75	489	202
2626	164	172	105	438	227
2626	165	233	75	496	194
2626	292	217	6	406	144
2627	7	21	595	242	734
2627	8	19	598	249	748
2627	9	7	637	242	787
2627	11	354	86	477	252
2627	46	21	597	188	752
2627	49	175	534	372	685
2627	66	224	527	318	636
2627	96	855	788	951	923
2627	119	55	221	186	367
2627	143	228	559	359	696
2627	163	1385	142	1641	269
2627	196	311	142	603	265
2628	115	356	283	542	388
2628	163	354	284	610	411
2628	164	939	67	1205	189
2628	165	354	287	617	406
2628	292	361	281	550	419
2630	46	598	524	765	679
2630	66	641	392	735	501
2630	163	620	645	876	772
2630	164	545	257	811	379
2630	165	475	462	738	581
2630	173	81	35	372	198
2631	64	437	648	533	760
2631	66	375	747	469	856
2631	115	140	60	326	165
2631	142	433	656	556	787
2631	163	11886	328	12142	455
2631	164	599	390	865	512
2631	165	597	388	860	507
2632	66	550	807	644	916
2632	163	503	309	759	436
2632	165	682	240	945	359
2633	7	588	274	809	413
2633	142	251	97	374	228
2633	163	133	336	389	463
2633	165	195	290	458	409
2633	291	766	331	946	459
2634	7	538	591	759	730
2634	143	526	606	657	743
2634	163	564	55	820	182
2634	164	90	49	356	171
2634	165	949	345	1212	464
2635	115	566	299	752	404
2635	117	513	350	704	456
2635	137	485	182	601	305
2635	142	712	662	835	793
2635	164	547	331	813	453
2635	165	83	326	346	445
2635	193	686	540	817	682
2635	194	517	32	659	184
2635	195	333	164	469	312
2635	211	263	311	381	445
2635	212	689	207	822	356
2635	213	261	307	397	462
2635	292	547	331	736	469
2636	9	608	482	843	632
2636	11	27	294	150	460
2636	46	26	323	193	478
2636	48	609	482	776	635
2636	62	610	481	774	631
2636	111	602	200	802	312
2636	117	2	498	193	604
2636	137	29	326	145	449
2636	143	29	326	160	463
2636	163	28	325	284	452
2636	164	28	324	294	446
2636	165	27	324	290	443
2636	211	114	497	232	631
2636	212	651	360	784	509
2636	292	261	110	450	248
2637	173	125	176	416	339
2638	7	819	246	1040	385
2638	11	835	229	958	395
2638	141	12895	2012	13035	2135
2638	143	819	246	950	383
2638	163	146	214	402	341
2638	165	819	243	1082	362
2638	173	138	25	429	188
2638	174	818	250	1101	410
2638	196	31	339	323	462
